revision_id,property_id,value_id,property_label,entity_label,old_value,old_value_label,new_value,new_value_label,label,old_value_description,new_value_description,llm_label
5816460,47,q236$D5D6B330-C49B-45D7-A661-AC0B197330ED,shares border with,Montenegro,"""Q1231""",Kosovo,"""Q3137021""","Kosovo, Makedonski Brod",refinement,geographical region in Europe,village in Macedonia,property_value_update
511800304,410,Q371840$acc374c7-4dc9-8575-3360-b4cbd918468b,military or police rank,Américo Tomás,"""Q132851""",admiral,"""Q23022368""",kontr-admiral,refinement,highest naval officer rank,Russian naval officer rank,refinement
93329650,31,q265641$9EA94C28-9C5E-4406-BEB7-81EF38136F5A,instance of,Me'Lisa Barber,"""Q5""",human,"""Q159979""",twin,refinement,"any member of Homo sapiens, unique extant species of the genus Homo",one of two offspring produced in the same pregnancy,unrefinement
527116080,39,Q372695$28617ED8-4C36-4D37-AD22-DA484CBB6FA4,position held,Anders Arborelius,"""Q45722""",cardinal,"""Q29182""",bishop,refinement,senior ecclesiastical official of the Catholic Church,ordained or consecrated member of the Christian clergy,unrefinement
1263108093,551,Q403910$debd5de6-4fbe-387d-e145-e3cbedc38173,residence,Ala al-Din Muhammad III,"""Q366079""",Alamut,"""Q4706020""",Alamut Castle,refinement,region in Iran,"castle in Qazvin County, Iranian national heritage site",refinement
8020903,132,q115459$AD1E1111-8F18-4F44-9D22-2969D6385A8C,type of administrative division,Chatham Islands,"""Q1160920""",unitary authority,"""Q1136601""",unitary authority area in England,refinement,type of local government body that covers two levels of government,"local government area in some parts of England, goverened by a unitary authority",refinement
2344440052,69,Q134316063$ebe08fb5-4844-feed-5759-5003c7812a0b,educated at,Jun Cao,"""Q495015""",Fudan University,"""Q835185""",Fudan University Shanghai Medical College,refinement,"university in Shanghai, China",medical school,refinement
1068781827,31,Q29333403$B1971E2B-59CD-425E-80A0-87CD7D6DAA04,instance of,,"""Q3305213""",painting,"""Q20900710""",painting on a moveable support,refinement,"visual artwork, surface artistically covered with paint",,refinement
1321350146,106,Q16439775$e94e1294-4f7f-c78f-2b2a-bd052a58fcd4,occupation,Nicolas Martha,"""Q5758653""",secondary school teacher,"""Q10511368""",high school teacher,refinement,teacher of high school (12-18 years),teacher in a secondary education institution,refinement
1367470108,361,Q105627491$c5a4396c-4b77-23c0-9a71-7aa371129cf0,part of,Faculty of Industrial and Civil Engineering BelDUT,"""Q1964941""",Belarusian State University of Transport,"""Q105585402""",Faculty of Management of Transportation Processes of BelDUT,refinement,"public university in Gomel, Belarus",,refinement
2301720460,31,Q130355777$830072fe-4f19-4ae5-5ae7-afeb4fe6fef7,instance of,Fran Galović Award,"""Q105810971""",award for best book,"""Q105810973""",award for best book (by genre),refinement,,,refinement
1448786317,6104,Q107341710$8E1A2D18-148F-4FC8-97CB-BAF30C5DA4F4,maintained by WikiProject,Strandlyvej,"""Q107096245""",Project European Bath Waters,"""Q106774536""",WikiProject Swedish Bath Waters,refinement,,Wikiproject that focuses on Swedish bathing site objects,property_value_update
2196069789,1343,Q15920439$D28466AC-28A7-426F-8EFA-1A5E975376C8,described by source,Xu Xiangqing,"""Q10926857""",Guochao xianzheng lu,"""Q107131799""","Guochao xianzheng lu, volume 80",refinement,book of biographies for people from the Ming dynasty,,refinement
2196755921,1343,Q11098316$0A17ACDB-A3FA-4ACC-9EA8-ABCB88817163,described by source,Li Wei,"""Q10926113""",Guochao Xianzheng Shilüe,"""Q107281657""","Guochao Xianzheng Shilüe, volume 3",refinement,,,refinement
2196781986,1343,Q30950357$032A30E7-F3D4-4C3D-958D-8B36EEF51B97,described by source,Zhou Yuanli,"""Q10442254""",Collected Stele Biographies,"""Q107296115""","Collected Stele Biographies, volume 35",refinement,,,refinement
2196847895,1343,Q45646985$C1263F06-FE72-40E2-B93D-A52F3364A12A,described by source,Bian Huanwen,"""Q9685641""",Guochao Qixian Leizheng,"""Q107364854""","Guochao Qixian Leizheng Chubian, volume 469",refinement,,,refinement
149962283,31,Q3554406$8C099772-F86C-42A8-944C-5BF44489ADC2,instance of,Van Hanh Pagoda,"""Q5393308""",Buddhist temple,"""Q10748583""",Buddhist temple in Vietnam,refinement,place of worship for Buddhists,,refinement
1571000883,279,Q30879196$343850eb-4c3a-6d71-80c8-52d9bb8b94b6,subclass of,Apostolic Nuncio to the European Union,"""Q101064552""",ambassador to the European Union,"""Q110724149""",ambassador of Israel to the European Union,refinement,,,refinement
1989223666,1344,Q65993195$183fa0a7-49ea-aace-70de-33ab0ac4a040,participant in,KC Lightfoot,"""Q85865946""",2022 World Athletics Indoor Championships,"""Q111292736""",2022 World Athletics Indoor Championships – men's pole vault,refinement,international athletics championship event,,refinement
1989120093,31,Q114396775$47546ADF-4326-4BC1-9C27-DBE35AEEBB74,instance of,Practical Space Fireworks,"""Q865493""",video game mod,"""Q111369260""",Minecraft mod,refinement,modification of a video game,modification for the video game Minecraft,refinement
1675615622,361,Q113020319$fc2be65c-4f3d-aa36-1beb-d9aa1ef1d20d,part of,2018 New Taipei City Council election,"""Q48928519""",2018 Taiwanese city and county council elections,"""Q113009709""",2018 Taipei City Council election,refinement,,election in Taiwan,refinement
2330603360,31,Q1035617$8E0C3EED-E2EB-48BA-81D9-738F4E49F931,instance of,Nadvirna Raion,"""Q7688""",raion,"""Q114072597""",former raion of Ukraine,refinement,administrative division in several countries,,refinement
2284212117,4330,Q130810642$a26d6c58-4113-b946-ee0d-271f48a53d81,contains,"Necropolis, Tomb 6, Loculus V","""Q184418""",coffin,"""Q11519176""",wooden coffin,refinement,"container for transport, laying out and the burial of a corpse",,refinement
1207540671,31,Q7814041$c2d79d1a-4081-cce1-38ab-0d1525533347,instance of,2007 Tokyo gubernatorial election,"""Q15261477""",gubernatorial election,"""Q11525357""",Tokyo gubernatorial election,refinement,election to elect a governor,,refinement
772612340,31,Q7251$22FE0362-8887-417C-A9AC-81850399468C,instance of,Alan Turing,"""Q5""",human,"""Q1171048""",Subhuman,refinement,"any member of Homo sapiens, unique extant species of the genus Homo",single by Garbage,property_value_update
260293803,31,Q1153052$1fcf2440-4393-fda3-223d-41dedeb36e5a,instance of,DEW-Gasometer Dortmund,"""Q962715""",gas holder,"""Q1264036""",Gasometers in Münster,refinement,large container for storing natural gas,"architectural structure in Münster, Germany",refinement
2131055245,31,Q13956961$D5E4D0AC-616E-4E76-A14D-B24785872452,instance of,Wujiamiao,"""Q985488""",residential community,"""Q13100073""",village of the People's Republic of China,refinement,administrative territorial entity of the People's Republic of China,type of grassroots mass autonomous organization and the 5th level of administrative divisions in China PRC,refinement
2182496705,131,Q2876120$7595FA5C-E325-4CF1-9378-F8027CFF29F2,located in the administrative territorial entity,National Route A002,"""Q44754""",Buenos Aires Province,"""Q1486""",Buenos Aires,refinement,province of Argentina,capital and largest city of Argentina,property_value_update
1622381178,39,Q321434$AE0FFE96-D32B-430B-A3F4-6B9C6E8C435B,position held,"Henri de Bourbon, Duke of Verneuil","""Q29182""",bishop,"""Q15729481""",Roman Catholic Bishop of Metz,refinement,ordained or consecrated member of the Christian clergy,,refinement
418227915,1552,Q5422106$6425e109-4578-21fc-fbf2-a54b29fa5dfd,has characteristic,extouch triangle,"""Q11500""",area,"""Q15921574""",area of plane shape,refinement,"quantity that expresses the extent of a two-dimensional surface or shape, or planar lamina, in the plane",,refinement
696932087,39,Q466836$8f3d8bd4-4144-4679-5f90-59ab6d7d4c8b,position held,Rosy Bindi,"""Q55050744""",Minister of Health,"""Q27795992""",Italian Minister of Health,refinement,Italian Cabinet position,Italian minister,refinement
2029826552,31,Q4702793$52E2A3FB-1187-4205-BD5F-7FF37B3D3150,instance of,Al-Malkiyya,"""Q532""",village,"""Q23828039""",village/town/city in Lebanon,refinement,small clustered human settlement smaller than a town,Town in Syria,property_value_update
685784780,31,Q3463070$88CCBD6D-9406-4B66-A007-DB2C2BCD4C7D,instance of,Saint-Noël,"""Q27676428""",municipality,"""Q27676420""",village municipality of Quebec,refinement,"type of municipality in Quebec; these are municipalities that only have ""municipality"" in their status",type of local municipality in Quebec,refinement
859238761,971,Q25338592$2FC8F9B1-A34A-4026-9C47-A2430E352A5F,category combines topics,Category:Igbo rap albums,"""Q482994""",album,"""Q29035150""",album by this artist,refinement,"grouping of album releases by an artist usually released at the same time with the same title and tracks but in different formats for consumption (digital, CD, LP)",Wikidata metaclass,property_value_update
888740688,279,Q55635949$09e38ad1-4533-710b-8b29-1fa06a4734d4,subclass of,tobacco factory,"""Q41176""",building,"""Q29650419""",Factory building,refinement,"structure, typically with a roof and walls, standing more or less permanently in one place","former smithy on Austrasse in Bühler in the canton of Appenzell Innerrhoden, Switzerland",refinement
1322505543,31,Q29650425$d680d289-4644-a646-c8d1-d1c8857d787c,instance of,factory building,"""Q41176""",building,"""Q29650425""",factory building,refinement,"structure, typically with a roof and walls, standing more or less permanently in one place","building on Austrasse in Bühler in the canton of Appenzell Ausserrhoden, Switzerland.",refinement
780808478,54,Q4961160$32497651-E96E-41E0-A228-31D8A7B7D700,member of sports team,Brendon Dawson,"""Q1544873""",Zimbabwe national rugby union team,"""Q338685""",Zimbabwe women's national rugby union team,refinement,rugby union team,sports team,property_value_update
1608472139,197,Q2982151$40d73e58-47ed-9a1c-89d9-9ac9e06e6cff,adjacent station,Grand Central – 42nd Street,"""Q109629886""",Fifth Avenue,"""Q2982388""",42nd Street–Bryant Park/Fifth Avenue,refinement,"metro station in Manhattan, New York, United States",New York City subway station,property_value_update
1904590070,127,Q118793009$02874df3-4418-7c9a-e493-56bb350c8077,owned by,Axim Polyclinic,"""Q7188""",government,"""Q327333""",government agency,refinement,"system or group of people governing an organized community, often a state","organisational part of a government responsible for specific public services, such as health, judiciary, education, transportation, foreign affairs, etc",refinement
951529904,159,Q55633416$407c1ddb-4aab-35d3-45b2-423ba5f5d8f2,headquarters location,Society for the Study of Addiction,"""Q192240""",Northampton,"""Q3123462""",University of Northampton,refinement,"town and civil parish in Northamptonshire, England, UK","modern university in Northamptonshire, UK",property_value_update
777030921,2354,Q22666734$f41a6455-48bf-dbcf-63e7-9dab1a3bfbfd,has list,ambassador of Germany to Japan,"""Q1619440""",list of ambassadors of Germany to Japan,"""Q320468""","list of German ministers, envoys and ambassadors to Japan",refinement,Wikimedia list article,Wikimedia list article,refinement
2165243656,31,Q125535036$aaec15d2-4cb4-0744-31e3-6d5ad68c9a3b,instance of,2024 Acura Grand Prix of Long Beach,"""Q10259870""",Grand Prix of Long Beach,"""Q125535036""",2024 Acura Grand Prix of Long Beach,refinement,indycar race,"indycar race held in Long Beach, California",refinement
1919234667,800,Q263213$d714fcfd-4932-49b3-d9e1-9246784ae9e2,notable work,Anne Golon,"""Q544911""",Angélique,"""Q4764321""","Angélique, the Marquise of the Angels",refinement,book series,book by Anne Golon,refinement
2234373542,166,Q128971362$65ac793b-4574-94a9-cbd2-011166bed7ca,award received,Majestic Residence Signature Villa,"""Q128985660""",International Property Awards,"""Q129551858""",Architecture Single Residence Thailand,refinement,"International Property Awards: Prestigious global awards recognizing excellence in residential and commercial property sectors, judged by experts across regions including Africa, Asia Pacific, Europe, and the Americas.",Award given in the International Property Awards Asia Pacific for excellence in single residential design in Thailand.,refinement
1830500978,31,Q3208164$FC1AAF17-1E55-43CB-9786-F5E21605FCBD,instance of,La Demeure Historique,"""Q15911314""",association,"""Q50922133""",association under the French law of 1901 with public benefit status,refinement,group of individuals (natural persons) or entities (legal persons) of all kinds,type of association in France,refinement
1196928749,31,Q10566528$9765a194-43d9-7802-e0c5-5a1b247524ae,instance of,Kahk,"""Q14515951""",food,"""Q13276""",cake,refinement,food for human consumption,baked dessert,refinement
740145725,20,Q466601$25733500-32E8-4F20-B5C0-E88EE688CD84,place of death,Charles Terront,"""Q23482""",Marseille,"""Q1726147""",canton of Marseille-Sainte-Marguerite,refinement,"French commune in Bouches-du-Rhône, Provence-Alpes-Côte d'Azur; the second largest city of France",canton of France,property_value_update
2302417747,106,Q955782$84178AC1-4023-4611-A367-EDA280FD9218,occupation,Vladislav the Grammarian,"""Q36180""",writer,"""Q131416318""",Church Slavonic writers,refinement,person who uses written words to communicate ideas and to produce literary works,Slavic writers,refinement
1173061448,31,Q18335087$14d499f1-44f5-3a2e-33ed-15df23aa6895,instance of,,"""Q10547557""",conference facility,"""Q1207465""",conference hall,refinement,facility intended for conferences,room provided for singular events such as business conferences and meetings,refinement
1221133750,149,Q2974562$F2BF1BC7-1B25-4D93-A79A-E461CD3D402A,architectural style,City Hall of Cardiff,"""Q5346070""",Edwardian architecture,"""Q3635092""",Edwardian Baroque architecture,refinement,style of architecture designed during the reign of Edward of Great Britain (1901-1910),Neo-Baroque architectural style of many public buildings built in the British Empire during the Edwardian era,refinement
